uniqID,strain,cmpd,dose,time,cmp_cond,cmp1,cmp2,comparison,FC1,FC2,FCdiff,P1,P2,Pdiff,Q1,Q2,Qdiff,signf1,signf2,effect1,effect2,thrsh,signf,effect
g0001,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.00417118764777058,-0.05990519420418128,0.0557340065564107,0.011895945989442902,0.18950707853232068,-0.17761113254287778,0.005574849507535714,0.010528089885688827,-0.004953240378153113,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0012,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.012173086193493887,-0.14226874884141694,0.15444183503491082,0.054407287311024996,0.5546789069218994,-0.5002716196108744,0.010459680928219342,0.014041990127576617,-0.0035823091993572743,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0013,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.1383002401386264,-0.051600179202003105,0.1899004193406295,0.42816363049331774,0.12812267348265527,0.30004095701066247,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0014,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.14560119456446508,0.07568401465396413,0.06991717991050095,0.5274428005358295,0.2516214551322138,0.2758213454036157,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0015,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.15816487122170297,-0.25741835956033743,0.09925348833863445,0.34983367743669147,1.54636407933496,-1.1965304018982685,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0016,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.19930939556577254,0.2446002621772747,-0.04529086661150217,0.5449970427713947,0.6297103592522798,-0.08471331648088509,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0017,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.05144114273038625,0.05303048817153666,-0.10447163090192291,0.2726633802120707,0.35898280169809943,-0.08631942148602872,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0018,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.07389279455580855,0.07343082333939854,0.0004619712164100065,0.3182682643437462,0.17576401277001885,0.14250425157372737,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0019,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.1643031993622195,-0.02850779919332691,0.1928109985555464,0.43000967700713766,0.06569198051870576,0.36431769648843193,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0020,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.0001918909223039833,0.04907835900840851,-0.04888646808610453,0.0005894265297487455,0.14915850687282756,-0.1485690803430788,0.00046903996975371156,0.010528089885688827,-0.010059049915935115,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0021,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.07789645628437825,-0.1391987059910882,0.061302249706709944,0.42442224645417687,0.7742031504099673,-0.3497809039557905,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0022,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.09471586925800324,0.0420932925718871,0.05262257668611614,0.2935993031439801,0.11665985228484517,0.17693945085913493,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0023,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.12260707530180248,-0.1970813815120085,0.07447430621020601,0.4303995930254738,0.7671906045190559,-0.33679101149358204,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0024,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.06748539384039276,-0.0007868344017527562,-0.06669855943864,0.15938062475729683,0.002737254390621977,0.15664337036667486,0.01241913387020083,0.0015937104365664329,0.010825423433634398,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0025,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.038238894674414325,-0.0660948108998376,0.10433370557425192,0.3276242376270156,0.44912137417446085,-0.12149713654744526,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0026,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.06025292914738145,-0.15107953260666385,0.2113324617540453,0.21154953857005768,0.8689022364816577,-0.6573526979116,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0027,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.17376536937398157,0.16549979536583415,0.008265574008147425,0.6983755521354641,0.6754722611030903,0.022903291032373763,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0028,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.12342553455270178,0.182444482312075,-0.05901894775937322,0.5460212485437661,1.238923917711373,-0.6929026691676068,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0029,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.12489724962586024,-0.04286242235204263,0.16775967197790287,0.4758670475838416,0.13365680299109708,0.3422102445927445,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0030,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.04356234735339015,0.16052952567628775,-0.1169671783228976,0.11106144574685416,1.0174464909646221,-0.906385045217768,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0031,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.24438990603705868,-0.1416049844965972,-0.10278492154046148,0.8026121186602455,0.4975215690014561,0.3050905496587894,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0032,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.06286785618079271,-0.1493719031344103,0.212239759315203,0.3835151543075832,0.81482192509775,-0.43130677079016677,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0033,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.07119852585931952,-0.115937524590354,0.044738998731034485,0.4407212274275253,0.4427082557425466,-0.0019870283150212886,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0034,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.019882179141482936,-0.06025498073149649,0.04037280159001355,0.06780491795049932,0.13391666212641098,-0.06611174417591166,0.010459680928219342,0.010528089885688827,-0.00006840895746948461,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0035,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.007734198936633518,-0.14384958632761258,0.13611538739097906,0.03121201747023289,0.5946191195718848,-0.563407102101652,0.0067725711477665115,0.014041990127576617,-0.007269418979810105,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0036,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.0913580776964249,-0.09619874283454699,0.004840665138122091,0.506727746288023,0.5378804651481288,-0.031152718860105844,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0037,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.06578368753021202,0.1663876618729283,-0.10060397434271628,0.3771040257118494,0.4112718405286552,-0.03416781481680575,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0038,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.03322694490161915,-0.04725550844783477,0.014028563546215622,0.09487002855272196,0.13008961154409857,-0.035219582991376605,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0039,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.32150014934839355,-0.08685184273945445,-0.2346483066089391,1.0296884920239422,0.32814445637934714,0.701544035644595,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0040,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.07141115125255482,0.0018051902179063717,0.06960596103464844,0.2961931313941427,0.007072486889070832,0.2891206445050719,0.01241913387020083,0.0015937104365664329,0.010825423433634398,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0041,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.055847131409692885,-0.1118803915108435,0.1677275229205364,0.29166566500966795,0.549306994012185,-0.257641329002517,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0042,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.17504753779179794,-0.11286533352762795,-0.06218220426416998,0.8448180462335417,0.5260565481429144,0.31876149809062737,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0043,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.15873315425555123,-0.28823114986942144,0.1294979956138702,0.6290582088171935,0.9922886027496323,-0.3632303939324387,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0044,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.07081637970988197,-0.012294691068774455,0.08311107077865643,0.20884423365262353,0.03818541335147043,0.1706588203011531,0.01241913387020083,0.008233148041606598,0.004185985828594233,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0045,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.09961039072044642,0.15699671105365276,-0.2566071017740992,0.6417354004470136,0.49607036144807387,0.14566503899893973,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0046,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.1169423703222785,0.16926876890465703,-0.05232639858237853,0.70787215892713,1.0039481005985833,-0.29607594167145335,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0047,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.044249430866635464,0.17853471331834925,-0.13428528245171378,0.10249872116884741,0.3697225469699691,-0.2672238258011217,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0048,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.0046289187939141385,0.030473139961778806,-0.025844221167864667,0.014084241021700401,0.08576141402632492,-0.07167717300462452,0.005574849507535714,0.010528089885688827,-0.004953240378153113,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0049,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.11393642374271096,-0.24280563582993153,0.12886921208722057,1.0625991046077166,0.744747199151619,0.31785190545609754,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0050,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.02783493263533643,-0.21059748406982326,0.18276255143448683,0.14707523229552077,0.6753501352883241,-0.5282749029928033,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0051,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.11158551370048819,0.1387215558251036,-0.0271360421246154,0.38666424114654957,0.4935929198287202,-0.10692867868217065,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0052,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.01686993543957449,-0.03198370761795921,0.0488536430575337,0.07795450408743512,0.1363136081347181,-0.05835910404728298,0.010459680928219342,0.010528089885688827,-0.00006840895746948461,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0053,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.05774219255442503,-0.007154325804851425,-0.05058786674957361,0.18951021888322758,0.02086187718804664,0.16864834169518095,0.01241913387020083,0.0015937104365664329,0.010825423433634398,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0054,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.15364901750978888,-0.04040966523073042,-0.11323935227905846,0.28520546200149205,0.08107167642015115,0.2041337855813409,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0055,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.06284003810898753,-0.0018812877575324904,0.06472132586652002,0.1524596179375165,0.0050716823773873125,0.1473879355601292,0.01241913387020083,0.0015937104365664329,0.010825423433634398,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0056,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.11968518055310895,-0.012485510784046028,0.13217069133715498,0.20635896632490225,0.01892093152562374,0.1874380347992785,0.01241913387020083,0.0015937104365664329,0.010825423433634398,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0057,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.029058495275696927,-0.01413661090750118,-0.014921884368195748,0.09304282525254971,0.05888438448067517,0.03415844077187454,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0058,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.3234200380652963,0.1359749919583395,0.18744504610695678,1.3306895449026606,0.5676827799634965,0.7630067649391641,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0059,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.0012828113332954416,-0.17119550555245766,0.1724783168857531,0.002282358238572872,0.5026368573556631,-0.5003544991170902,0.00046903996975371156,0.014041990127576617,-0.013572950157822904,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0060,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.19157345910203638,0.03275780670069217,0.1588156524013442,0.4193150252898067,0.05832044069134636,0.36099458459846034,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0061,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.12602942946005946,0.041890325644471815,0.08413910381558765,0.27975566401007446,0.18242157344552257,0.09733409056455189,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0062,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.02404890078623012,0.04126440870766146,-0.06531330949389158,0.06616247287110946,0.20388908241827838,-0.13772660954716892,0.010459680928219342,0.010528089885688827,-0.00006840895746948461,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0063,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.13264371045171153,-0.014962384366459247,0.14760609481817077,0.4802074521357895,0.05077443545909193,0.4294330166766976,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0064,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.11034473672936951,0.22440522614675107,-0.11406048941738156,0.4208210948856762,0.5651325835558498,-0.14431148867017363,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0065,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.06741270959061296,-0.03907980211687523,-0.028332907473737734,0.19823089047111378,0.06530104018481414,0.13292985028629964,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0066,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.07283769593561296,-0.0950358634006534,0.02219816746504044,0.25391369969253985,0.3306520702989213,-0.07673837060638145,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0067,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.010487030767871275,0.04234408181291727,-0.05283111258078854,0.03165779652815894,0.12830966396760637,-0.09665186743944743,0.0067725711477665115,0.010528089885688827,-0.0037555187379223155,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0068,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.2115967622576571,0.07423940956390584,0.13735735269375127,0.5183529523139847,0.1605893334969954,0.3577636188169893,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0069,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.041568819236028176,0.059283240491124545,-0.10085205972715272,0.10330921260249787,0.14211035682428103,-0.03880114422178316,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0070,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.16576245983112248,0.031015512869367434,0.13474694696175504,0.7402008100221009,0.06927835440959876,0.6709224556125022,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0071,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.13329191609447477,-0.07272819797063068,-0.06056371812384409,0.3747688286088252,0.255136934043954,0.11963189456487122,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0072,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.06574135618496513,-0.11610357910435543,0.0503622229193903,0.28464951812728534,0.3708835164955598,-0.08623399836827444,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0073,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.20918218444323244,-0.11583842153170032,-0.09334376291153212,0.806212227596783,0.5993399875274008,0.2068722400693822,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0074,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.044846160735353635,-0.11885505621340364,0.16370121694875728,0.15140298286462012,0.569215842711496,-0.41781285984687583,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0075,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.2298703595684497,-0.2878776580382407,0.058007298469791024,0.7571737469762054,2.6251821022201565,-1.868008355243951,0.01241913387020083,0.06051603796806689,-0.04809690409786606,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0076,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.2242776214217459,-0.2242184249704655,-0.00005919645128038553,1.0253255021755654,0.5647893334904961,0.4605361686850693,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0077,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.06452448179861392,0.11204774207701185,-0.17657222387562577,0.1182336972382354,0.6079930094578962,-0.48975931221966085,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0078,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,0.00916067491978012,0.2611618143374823,-0.2520011394177022,0.016708977870640615,1.0930388895924876,-1.076329911721847,0.005574849507535714,0.014041990127576617,-0.008467140620040902,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0079,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.06230066542527801,0.10189098027883148,-0.1641916457041095,0.8524755089040874,0.42509565912509223,0.4273798497789952,0.01241913387020083,0.010528089885688827,0.0018910439845120034,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0080,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.03629549475643401,-0.15055733632516777,0.11426184156873376,0.07506159769254941,0.4360139518912374,-0.360952354198688,0.010459680928219342,0.010528089885688827,-0.00006840895746948461,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0081,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.049346605798357146,0.22237940046870186,-0.271726006267059,1.725133330936886,1.0991512125474123,0.6259821183894736,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
g0082,WT,,1.25,0,cmpd,drugA | DMSO,drugB | DMSO,drugA | drugB,-0.14090309783240684,-0.0949087167741487,-0.04599438105825815,0.41667657123319934,1.2408476067204355,-0.8241710354872361,0.01241913387020083,0.014041990127576617,-0.0016228562573757863,false,false,none,none,"marginal gaussian (robust), per-axis q < 0.01",false,none
